Organization/Person Name,Description,Organization/Person Name URL,Specific VC Binary
SeedRocket,"SeedRocket is a technology startup accelerator that offers training, funding, and advisory services for entrepreneurs.",https://www.crunchbase.com/organization/seedrocket,
EIT Urban Mobility,"EIT Urban Mobility Impact Venutres - driving connections, building networks and mobilising investments across Europe",https://www.crunchbase.com/organization/eit-urban-mobility,
Rob Dobson,Rob founded Actix (actix.com) in 1991 and as CEO (1991-2005) grew it to over $50m revenue by 2005.  More than 90% of the world’s mobile phon...,https://www.crunchbase.com/person/rob-dobson,
Paris Business Angels,Paris Business Angels is an investment firm.,https://www.crunchbase.com/organization/paris-business-angels,
Hardware.co,"HARDWARE.co is a global community and accelerator for entrepreneurs, industry professionals and makers focused on hardware products.",https://www.crunchbase.com/organization/hardware-co-accelerator,
Gemba Capital,Gemba Capital invest in seed and pre-seed rounds in tech startups from India,https://www.crunchbase.com/organization/gemba-capital,
GapMinder VC,"GapMinder is a venture capital fund investing in early-stage B2B Deeptech and SaaS startups in the SEE region, supporting global scaling.",https://www.crunchbase.com/organization/gapminder-vc,
GameFounders,GameFounders is a European business incubator that provides gaming startups with seed capital.,https://www.crunchbase.com/organization/gamefounders,
Disney Accelerator,Advancing opportunities between innovative technologies and The Walt Disney Company,https://www.crunchbase.com/organization/disney-accelerator,
Andreas Mihalovits,Andreas is a German serial entrepreneur and angel investor having invested in more than 150 international startups. Andreas co-founded his ...,https://www.crunchbase.com/person/andreas-mihalovits,
Thuja Capital,Thuja Capital invests in early stage medical product innovations,https://www.crunchbase.com/organization/thuja-capital,
Dave McClure,Dave McClure is the founder of Practical Venture Capital and has been an investor and entrepreneur in Silicon Valley for over twenty-five ye...,https://www.crunchbase.com/person/dave-mcclure,
Oskar Hartmann,Oskar Hartmann currently works as an Angel Investor for YAP.  He previously worked at Flaschenpost SE as an Investor. Oskar Hartmann attende...,https://www.crunchbase.com/person/oskar-hartmann,
Will Brooks,Will Brooks - Founder & Director @ Portfolio Ventures,https://www.crunchbase.com/person/will-brooks,
Business Angels,Capital angel investors,https://www.crunchbase.com/organization/business-angels-3,
Will Martin,Will Martin - Founder and Director @ Portfolio Ventures,https://www.crunchbase.com/person/will-martin-2,
FinSight Ventures,FinSight focuses on FinTech & Enterprise Software companies bringing digital transformation to Banking/Finance/Insurance & related sectors.,https://www.crunchbase.com/organization/finsight-ventures,
British Business Bank,The British Business Bank aims to make finance markets for smaller businesses work better.,https://www.crunchbase.com/organization/british-business-bank,
Christian Reber,Christian Reber​ is the founder and CEO of Pitch. The German entrepreneur previously founded the award-winning to-do app Wunderlist. After i...,https://www.crunchbase.com/person/christian-reber,
Enterprise Ventures,Enterprise Ventures is a Preston-based venture capital that provides early-stage finance to SMEs in England and Wales.,https://www.crunchbase.com/organization/enterprise-ventures-limited,
Walter Winshall,Walter A. Winshall is the Founder of Collaborative Seed and Growth Partners.,https://www.crunchbase.com/person/walter-winshall,
A-Grade Investments,"A-Grade Investments is a venture capital fund founded by long-time friends Ashton Kutcher, Guy Oseary, and Ron Burkle.",https://www.crunchbase.com/organization/a-grade-investments,
The Accelerator Group,The Accelerator Group (TAG) has been an advisor and investor in early stage and start-up companies since 1995.,https://www.crunchbase.com/organization/the-accelerator-group,
Chamath Palihapitiya,Chamath Palihapitiya is the Founder and Managing Partner of Social Capital. He previously worked at BMO Nesbitt Burns as an Associate of the...,https://www.crunchbase.com/person/chamath-palihapitiya,
NewMe Accelerator,NewME is the first startup accelerator for minority founders.,https://www.crunchbase.com/organization/newme-accelerator,
Rainmakers,The Rainmakers is an accelerator company.,https://www.crunchbase.com/organization/the-rainmakers,
Joe Caruso,"For the last 20 years Joe has served as mentor, coach, and personal advisor to CEO’s and entrepreneurs. In recent years, he has served as in...",https://www.crunchbase.com/person/joe-caruso,
Gordon Crawford,"Gordon Crawford is a well-known investor, affiliated with the Capital Research and Management group.",https://www.crunchbase.com/person/gordon-crawford,
Millhouse,Millhouse is a listed international diversified funds management business with its securities quoted on Deutsche Börse.,https://www.crunchbase.com/organization/millhouse-capital,
Lars Rasmussen,Google Maps Co-Founder / Defiance Capital Co-Founder / Angel Investor / Panathēnea Co-Founder / Kite Surfing Coffee Enthusiast,https://www.crunchbase.com/person/lars-rasmussen,
Michael Benabou,President at Financiere Saint James.,https://www.crunchbase.com/person/michael-benabou,
TR Invest,Private Investment Company,https://www.crunchbase.com/organization/tr-invest,
Andrew Nutter,Andrew Nutter is a Co-Founder at Gama. He attended Stanford University.,https://www.crunchbase.com/person/andrew-nutter,
Damien Guermonprez,"Damien Guermonprez is the Executive Chairman of Lemonway and an equity investor in Financial Services and FinTech, sectors in which he has s...",https://www.crunchbase.com/person/damien-guermonprez,
Digital Science,Digital Science is a scientific research software technology company.,https://www.crunchbase.com/organization/digital-science-1,
ENISA,European Union Agency for Network and Information Security (ENISA) founded in 2004.,https://www.crunchbase.com/organization/enisa,
Clearly Social Angels,Clearly Social Angels (CSA) is ClearlySo's angel network dedicated to businesses that create positive social change; the first of its kind,https://www.crunchbase.com/organization/clearly-social-angels,
Wild Blue Cohort,Wild Blue Cohort is an angel investment group in West London.,https://www.crunchbase.com/organization/wild-blue-cohort-2,
Gareth Williams,Gareth Williams co-founded Skyscanner Limited in 2001 and has been its CEO through to 2018.  Chairman to Jan 2020. We spent $6m of primary c...,https://www.crunchbase.com/person/gareth-williams,
Carlos Blanco,Carlos Blanco is the Chairman and CEO of Encomenda Capital Partners SGEIC. He previously worked at Hastee as a Partner. Carlos Blanco attend...,https://www.crunchbase.com/person/carlos-blanco,
iDealMachine,iDealMachine is a venture fund and startup-accelerator.,https://www.crunchbase.com/organization/ideal-machine,
Green Arrow Capital,Green Arrow Capital is a independent financial group.,https://www.crunchbase.com/organization/quadrivio-sgr,
Martin Varsavsky,Martin Varsavsky is the Founder and Chairman of Gameto. He previously worked at Fon as a Chairman. Martin Varsavsky attended Columbia Busine...,https://www.crunchbase.com/person/martin-varsavsky,
Tom Hulme,Tom Hulme is a General Partner and Head of Europe at GV and was a CEO and Founder at Magnom Corporation. Tom attended Harvard Business Schoo...,https://www.crunchbase.com/person/tom-hulme,
Yago Arbeloa,Yago Arbeloa - President @ MIOGROUP,https://www.crunchbase.com/person/yago-arbeloa,
Mid Atlantic Bio Angels,"Mid Atlantic Bio Angels group is an angel investor, focused on funding new and emerging life science companies.",https://www.crunchbase.com/organization/mid-atlantic-bio-angels,
dotforge,dotforge is an intensive 13 week mentor-supported accelerator programme.,https://www.crunchbase.com/organization/dotforge,
Martin Sinner,Martin Sinner is the COO at 360dialog.,https://www.crunchbase.com/person/martin-sinner,
Atlante Seeds,"Atlante Seed is an Intesa Sanpaolo Group's Fund dedicated to seed and early stage capital, it invests in innovative companies still small",https://www.crunchbase.com/organization/atlante-seeds,
Greater Manchester Combined Authority,Greater Manchester Combined Authority is the combined authority of Greater Manchester,https://www.crunchbase.com/organization/greater-manchester-combined-authority,
3T Capital,3T Capital is a venture capital fund focusing in innovative companies within the IT and communication sector.,https://www.crunchbase.com/organization/3t-capital,
Cap Innov'Est,Cap Innov’Est is a 36M€ tri-regional fund dedicated to investments in young innovative start-ups.,https://www.crunchbase.com/organization/cap-innovest,
Heiko Hubertz,Heiko Hubertz - Founder & CEO @ OXOLO,https://www.crunchbase.com/person/heiko-hubertz,
Berlin Venture Partners,"Berlin Venture Partners is invest in young, innovative companies and accompany and promote their successful development over many years.",https://www.crunchbase.com/organization/berlinventure-partners,
Digital Assets Deployment,"Business incubator of Internet and technology based projects, supporting entrepreneurs to launch their business.",https://www.crunchbase.com/organization/digital-assets-deployment,
Boox,Boox is an accelerator that focuses on seed stage projects that operates in the ecommerce and SaaS sectors.,https://www.crunchbase.com/organization/boox,
Jon Moulton,"Jon Moulton is a British venture capitalist. He is the founder and managing partner of the private equity firm Better Capital, and is the fo...",https://www.crunchbase.com/person/jon-moulton,
Seneca Partners,Seneca Partners is a middle market focused investment banking and private investing firm.,https://www.crunchbase.com/organization/seneca-partners,
Envestors,Envestors digital platform connects entrepreneurs and investors,https://www.crunchbase.com/organization/envestors-limited,
Bouygues Telecom Initiatives,BTI is the investment fund capital risk Bouygues Telecom provides startups in seed capital needed and facilitates.,https://www.crunchbase.com/organization/bouygues-telecom-initiatives,
Alan Matthew,"Alan Matthew is an Active Angel Investor, investing in over 24 companies in the past year and a half. He has been a member of the Chicago Bo...",https://www.crunchbase.com/person/alan-matthew,
