Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary,pred_label
Netsolid Investments,We support digital marketing and traffic projects,https://www.crunchbase.com/organization/netsolid,,0
Summer Ventures,Summer Ventures is an institutional venture fund dedicated to promote and invest in of blockchain technology and infrastructure.,https://www.crunchbase.com/organization/summer-ventures,,1
EDP Ventures,EDP Ventures is a venture capital investment firm.,https://www.crunchbase.com/organization/edp-ventures-394e,,0
Scale Capital,Mid Market Growth and Private Equity firm,https://www.crunchbase.com/organization/scale-capital-2,,0
Telos Ventures,"Founded in 2013, Telos Ventures is an American early-stage venture capital fund investing in technology, education, and lifestyle startups.",https://www.crunchbase.com/organization/telos-ventures,,1
Addendum Capital,Addendum Capital is a venture capital firm that invests in saas enterprise B2B companies.,https://www.crunchbase.com/organization/addendum-capital,,0
Ligurcapital SpA,"Ligurcapital is a public and private joint venture that offers equity financing to companies in Liguria, Italy.",https://www.crunchbase.com/organization/ligurcapital-spa,,0
Capsa Vida,Capsa Vida is a corporate venture capital firm of Alimentaria Peñasanta SA. It focuses on investments in innovative foodtech projects.,https://www.crunchbase.com/organization/capsa-vida,,1
VAM Investments,VAM Investments is a private equity company focused on growth and buyout investments.,https://www.crunchbase.com/organization/vam-investments,,0
Construct Venture,Construct Venture is a NOK 80M joint fund between AF Gruppen and OBOS.,https://www.crunchbase.com/organization/construct-venture,,0
NEOTEC,NEOTEC is a multicounty economic development partnership focused on the global competitiveness of Northeast Ohio and its businesses.,https://www.crunchbase.com/organization/neotec,,0
TRK Group,An Oslo-based Advisory and Active Ownership Firm.,https://www.crunchbase.com/organization/trk-group,,0
Leap Investment,Leap Investment is a venture capital firm that provides smart money and development of entrepreneurs with consultancy and mentorships.,https://www.crunchbase.com/organization/leap-investment,,0
Pariter Partners,"Pariter Partners is a largest Syndicate in Italy, investing in early stage deep-tech teams and advanced service solution startups.",https://www.crunchbase.com/organization/pariter-partners,,0
Unirisco Galicia,First venture capital company linked to projects originated in universities. We invest in companies at pre-seed and seed stages.,https://www.crunchbase.com/organization/unirisco,,0
Korpun Siemen,Korpun Siemen is a venture capital investment firm.,https://www.crunchbase.com/organization/korpun-siemen,,0
Invercaria,"Invercaria is focused on investments in startup and early stage growth companies in the technological, strategic, and innovative sectors.",https://www.crunchbase.com/organization/invercaria,,0
Valor Capital Venture Capital Fund Management Ltd.,member of the Cashline Group focuses mainly on innovative and early-stage investments ,https://www.crunchbase.com/organization/valor-capital-venture-capital-fund-management-ltd-c7de,,0
Bloom Equity,Bloom Equity is a group of experienced entrepreneurs who invest as a type of angel network in early stage Irish Technology companies.,https://www.crunchbase.com/organization/bloom-equity,,0
Other Corporate Investors,Corporations investment,https://www.crunchbase.com/organization/other-corporate-investors,,0
Crypto3 Capital,Crypto3 Capital is a blockchain venture capital institution focusing on value investment,https://www.crunchbase.com/organization/damo-labs,,1
Second Working District,Privately held international investment company focused on innovative projects.,https://www.crunchbase.com/organization/second-working-district-2,,0
Relay Investments,"We back talented, young and aspiring entrepreneurs, who plan to acquire a small or medium sized business (SME) primarily via a Search Fund.",https://www.crunchbase.com/organization/relay-investments,,0
Nordic Science Investments,Nordic Science Investments is a VC fund dedicated to transforming groundbreaking scientific research into globally successful companies.,https://www.crunchbase.com/organization/nordic-science-investments,,0
tQuity,"Pre-seed capital focused on senior entrepreneurs providing capital, resources and knowledge for the MVP development of a project.",https://www.crunchbase.com/organization/tqutiy,,0
Enion Partners,Enion Partners is a venture capital firm.,https://www.crunchbase.com/organization/enion-partners,,0
The Global Good Fund,The Global Good Fund is a development of high potential young social entrepreneurs tackling issues.,https://www.crunchbase.com/organization/the-global-good-fund,,1
Paradox.investments,Paradox.investments is a venture capital fund focused on investing in innovative WEB3 and SaaS projects.,https://www.crunchbase.com/organization/paradox-investments,,1
Chenel Capital Partners,Chenel Capital Partners is a multi-asset investment firm,https://www.crunchbase.com/organization/chenel-capital,,0
VeroPath Capital,VeroPath invest in companies that are developing transformative solutions and solving real-world problems,https://www.crunchbase.com/organization/veropath-capital,,0
Lumos Capital Group,Lumos Capital Group is an investment firm that invests in the industry of investment of human capital.,https://www.crunchbase.com/organization/lumos-capital-group,,1
Grep VC,Grep VC invests in early-stage Robotics as a Service (RaaS) companies building robots that perform narrow skills applied to giant markets.,https://www.crunchbase.com/organization/grep-vc,,0
CG Health Ventures,CG Health Ventures provides investment and support to innovative startup companies.,https://www.crunchbase.com/organization/cg-health-ventures,,0
VIKO GROUP,"Group of marketing digital companies offering a range of services and products, creating the first marketing group expert in e-commerce.",https://www.crunchbase.com/organization/viko-group,,1
LIU Invest,LIU Invest invests in companies based on projects and ideas from Linköping University.,https://www.crunchbase.com/organization/liu-invest,,0
Subvenio Invest,Subvenio Invest is a venture capital business that invests in early-stage technology and healthcare firms.,https://www.crunchbase.com/organization/subvenio-invest,,0
Sofokus,Sofokus Group is an digital business expert: 1. Full-stack digital services. 2. Early-stage digital startups investments.,https://www.crunchbase.com/organization/sofokus,,0
South Ventures,"South Ventures is a Florida-based, online platform that allows Latin Americans to invest in global startups.",https://www.crunchbase.com/organization/south-ventures,,0
VEQ,"VEQ invests in early-stage tech companies with good ideas, and with good ideas, we mean ideas that also leave some kind of positive impact.",https://www.crunchbase.com/organization/veq,,0
Curitas Ventures,Curitas Ventures is an early-stage and growth investor.,https://www.crunchbase.com/organization/curitas-ventures,,0
Focus Capital Partners,Focus Capital Partners is a investment firm.,https://www.crunchbase.com/organization/focus-capital-partners,,0
Courage Ventures Management,Courage Ventures Management is a seed investment fund,https://www.crunchbase.com/organization/courageventures,,0
Linc,Linc invests in product oriented companies in the Nordic Life Science industry.,https://www.crunchbase.com/organization/linc-ab,,1
Bstartup Banco Sabadell,Bstartup Banco Sabadell supports young companies in developing their projects.,https://www.crunchbase.com/organization/bstartup-banco-sabadell,,0
Adventures Lab,"Adventures Lab is a VC fund, that invest in Early, Growth and Late Stage businesses",https://www.crunchbase.com/organization/adventures-lab,,0
Wayra Brasil,Wayra is a start-up accelerator that invests in mature and technological startups.,https://www.crunchbase.com/organization/wayra-brasil,,0
Nero Ventures,"Nero Ventures is provides investments, accompanying entrepreneurs and businesses in several stages of early stage and growth.",https://www.crunchbase.com/organization/nero-ventures,,0
Restone Capital,"Restone Capital is an investment management organization focusing on smart energy, smart manufacturing and other fields.",https://www.crunchbase.com/organization/restone-capital,,1
Takoa Invest,Takoa Invest owns and develops companies and properties with growth potential in Finland and abroad.,https://www.crunchbase.com/organization/takoa-invest,,0
Sator Grove Holdings,"Sator Grove Holdings is a permanent capital investor helping entrepreneurs, operators, and investors attain the extraordinary.",https://www.crunchbase.com/organization/sator-grove-holdings,,0
Rialto Ventures,Rialto Ventures fund invests in B2B digital transformation technologies.,https://www.crunchbase.com/organization/rialto-ventures,,0
GENESIS Ventures,"GENESIS Ventures, an investment vehicle located in Barcelona and built up in partnership with family offices",https://www.crunchbase.com/organization/genesis-ventures,,0
Hazelview Ventures,"Hazelview Ventures provide entrepreneurs with a unique opportunity to refine, scale, and showcase product and service capabilities.",https://www.crunchbase.com/organization/hazelview-ventures,,0
Starburst Ventures,"Starburst Ventures is a venture capital firm specializing in investments within the aviation, space, and defense industries.",https://www.crunchbase.com/organization/starburst-accelerator,,1
MitonC,MitonC is a proprietary investment firm focused on web3/digital assets.,https://www.crunchbase.com/organization/miton-c,,1
Critical Ventures,Critical Ventures is an early stage venture capital firm for deeptech software ventures,https://www.crunchbase.com/organization/critical-ventures,,0
ScaleWolf,ScaleWolf is a venture capital fund and an allied technology accelerator program focusing on dual use technologies.,https://www.crunchbase.com/organization/scalewolf,,0
Aser Ventures,"Aser Ventures is an investment platform specialising in sports, media and entertainment.",https://www.crunchbase.com/organization/aser-media,,1
Banca Sella,"Banca Sella is one of the largest Italian private banks and among the most innovative ones, offering a wide range of financial products.",https://www.crunchbase.com/organization/banca-sella,,0
Even Labs,VC,https://www.crunchbase.com/organization/even-labs-ltd,,0
Cats.vc,We invest in promising cutting edge tech companies from Europe scaling to the moon,https://www.crunchbase.com/organization/cats-vc,,0
