Organization Name,Organization Name URL,Description,B2B Binary
Domotron,https://www.crunchbase.com/organization/domotron,Domotron is an AI based smart home servcies offering firm that adapts to the lifestyle of user to make it easier.,1
Precismo,https://www.crunchbase.com/organization/precismo,Photorealistic 3D scanning service and 3D content provider,1
UltimateSuite,https://www.crunchbase.com/organization/ultimatesuite,"UltimateSuite utilizes task mining tech for detailed data extraction, automating business process analysis.",1
Skychatters,https://www.crunchbase.com/organization/skychatters,Skychatters is an online platform for travel enthusiasts to connect with each other.,0
Arbo Technologies,https://www.crunchbase.com/organization/arbo-technologies,Arbo Technologies is a data-based firm that provides accurate information about the state of trees outside the forest area.,1
Perfect-Air,https://www.crunchbase.com/organization/perfect-air,Perfect-Air is a tech startup that accurately measures air pollution in every street using a unique algorithm.,1
Neuron Soundware,https://www.crunchbase.com/organization/neuron-software,Neuron Soundware offers AI solutions to maximize the performance of industrial equipment and processes by analyzing sound.,1
UptimAI,https://www.crunchbase.com/organization/uptimai,UptimAI offers AI-powered software empowering research and development with data analysis and uncertainty quantification,1
Dateio,https://www.crunchbase.com/organization/dateio,Dateio helps merchants create personalized card linked discount offers for bank clients based on previous card transaction.,1
City Performer,https://www.crunchbase.com/organization/city-performer-1cd5,"City Performer provides market analytics, location intelligence, and valuation information services for the real estate sector.",1
Dayswaps,https://www.crunchbase.com/organization/dayswaps,Dayswaps is an employee shift scheduling software.,1
SuperSoused,https://www.crunchbase.com/organization/supersoused,"SuperSoused is a peer-to-peer marketplace for small tasks such as household maintenance, assembly, and furniture and appliance fixtures.",0
Flangi,https://www.crunchbase.com/organization/flangi,Flangi is an online retail store engaged in the sale of luxury lifestyle and household goods.,0
Scaut,https://www.crunchbase.com/organization/scaut-5975,Scaut is a human resource service platform focused on verifying the data accuracy provided by the candidates and contractors.,1
VOS.health,https://www.crunchbase.com/organization/vos-health,VOS.health is a mental health firm offers an AI-powered app for better mental health and personal growth.,0
MonkeyData,https://www.crunchbase.com/organization/monkeydata,"MonkeyData is a SaaS analytics platform for eCommerce, which analyzes and displays important data in one place.",0
Verdikto,https://www.crunchbase.com/organization/verdikto,Verdicto connects clients with specific lawyers for pre-determined prices for legal services.,1
Leeaf,https://www.crunchbase.com/organization/leeaf-life,Leeaf is an AI-based insights and recommendations platform that provides doctors with the full spectrum of patient data.,1
Stavario,https://www.crunchbase.com/organization/stavario,Stavario develops software and online tools to help construction companies manage their work and data.,1
Happenee,https://www.crunchbase.com/organization/happenee,Happenee is a software development company that develops event management platforms.,1
Mamio,https://www.crunchbase.com/organization/mamio,Mamio is a mobile app that connects moms with similar interests based on child age and location.,0
Behavera,https://www.crunchbase.com/organization/behavera,"Behavera is a talent insights and people analytics platform that enables better hiring, management, and development of talent.",1
Elphogene,https://www.crunchbase.com/organization/elphogene,Elphogene is a biotechnological company providing tools and services for liquid-biopsy testing in cancer.,1
Supply.do,https://www.crunchbase.com/organization/supply-do,Supply.Do offers complete supply chain management solutions and Virtual Fulfillment network.,1
Realtify,https://www.crunchbase.com/organization/realtorify,Realtify is an information technology company that offers precise data and valuations for real estate.,1
DatLab,https://www.crunchbase.com/organization/datlab,"Datlab is Czech company specializing in data gathering, processing and analytics, focused on economic data and public procurement.",1
Reado,https://www.crunchbase.com/organization/city-performer,"Reado is a Real Estate Market-Making platform providing modern, simple and stress-free home selling and home buying solutions.",1
Uget,https://www.crunchbase.com/organization/uget-1553,Uget helps restaurant suppliers and clients connect with each other.,1
Scuk.cz,https://www.crunchbase.com/organization/scuk-cz,Scuk.cz is an online food marketplace connecting local farmers and producers directly with consumers of grocery products.,1
JobSider,https://www.crunchbase.com/organization/jobsider,JobSider creates an HR platform to assist businesses in finding and hiring the best employees for their operations.,1
Blabu,https://www.crunchbase.com/organization/blabu,Blabu.com is an on-demand marketplace for people around the world where they can practice their English with native speakers.,0
eParkomat,https://www.crunchbase.com/organization/eParkomat,eParkomat is a platform that provides real-time parking information using AI to analyze Big Data of cellular networks of mobile operators,1
Turncircles,https://www.crunchbase.com/organization/turncircles,An Electric Motor Company.,1
Adventurer,https://www.crunchbase.com/organization/adventurer-326e,Adventurer offers a mobile app that helps in planning outdoor activities and hikes with a large database of trails and adventures.,0
DTS,https://www.crunchbase.com/organization/dts-b98d,Digitalization of construction and industry,1
Expando,https://www.crunchbase.com/organization/expando-6,Expando is a SaaS company that offers crossborder and marketplace expansion services for businesses.,1
MoniMark,https://www.crunchbase.com/organization/monimark,MoniMark focuses on brand protection for companies now primarily through trademarks and their monitoring,1
GuardIoT,https://www.crunchbase.com/organization/guardiot,CYWETA is a cyber security and IT solutions provider.,1
Swimsuit Czech,https://www.crunchbase.com/organization/swimsuit-czech,Designer swimwear eCommerce,0
Freš,https://www.crunchbase.com/organization/freš,Freš is a delivery services platform which provides users with express grocery delivery services.,1
Digitoo.ai,https://www.crunchbase.com/organization/digitoo,Digitoo offers a platform for end-to-end automation of accounting process.,1
LidskáSíla,https://www.crunchbase.com/organization/lidskasila,LidskáSíla is a household cleaning marketplace platform.,0
Nelisa,https://www.crunchbase.com/organization/nelisa,"Nelisa is a recruitment solution platform that helps companies find talent effectively, with maximum time and financial savings.",1
Reknihy,https://www.crunchbase.com/organization/reknihy,Reknihy is a bookstore that provides once-read books a second chance and is looking for new readers.,0
Deafcom,https://www.crunchbase.com/organization/deafcom,Applications for the deaf enabling online transcription and sign language interpreting.,0
Entry.do,https://www.crunchbase.com/organization/entrydo,Entry.do reduce waiting in queues at large events. We improve entry experience for guests and increase revenues for organizers.,1
Camperguru,https://www.crunchbase.com/organization/camperguru,Camperguru is a platform that features a curated selection of camper spots and outdoor stays.,0
Sophomer,https://www.crunchbase.com/organization/sophomer,Sophomer provides artificial polymers made to replace the bovine serum albumin that is used in immunological tests.,1
acreom,https://www.crunchbase.com/organization/acreom-8ce8,acreom is a software development company for data analysis and organization across industries.,1
VersionPress,https://www.crunchbase.com/organization/versionpress,VersionPress is a open-source plugin for WordPress that version-controls not just files but also the database.,1
Lafluence,https://www.crunchbase.com/organization/lafluence,Lafluence provides a platform for influential marketers where collaborations can be established effectively.,1
3D simo,https://www.crunchbase.com/organization/3d-simo-2,3D simo is a developer and seller of a material 3D pen.,1
